ID; X; Y; Z
1;-0.02965842;1.144192;0.08241548
2;-0.02900738;1.144173;0.08333303
3;-0.02868173;1.144138;0.08371819
4;-0.02766202;1.144109;0.08453763
5;-0.02727813;1.144102;0.08505401
6;-0.02671997;1.144051;0.08598418
7;-0.02653855;1.144011;0.0864017
8;-0.02606662;1.144049;0.08704803
9;-0.02566827;1.144092;0.08737503
10;-0.02524619;1.144117;0.0877579
11;-0.02438542;1.143874;0.088714
12;-0.02384029;1.143726;0.08928938
13;-0.02249764;1.143365;0.0903782
14;-0.02202136;1.143032;0.090868
15;-0.02108826;1.142238;0.0917211
16;-0.02058486;1.141742;0.09202979
17;-0.01954735;1.140522;0.09253103
18;-0.01926237;1.139706;0.09268516
19;-0.01880136;1.138761;0.09296729
20;-0.01815171;1.135797;0.09311171
21;-0.01771623;1.134306;0.09310046
22;-0.01643584;1.132393;0.09212755
23;-0.01544523;1.131756;0.09177981
24;-0.0138874;1.128632;0.09097575
25;-0.01325127;1.127099;0.09064696
26;-0.01253792;1.126188;0.09024156
27;-0.01103512;1.125106;0.08921145
28;-0.01039645;1.124538;0.08873802
29;-0.008782911;1.124148;0.08785555
30;-0.008114244;1.123992;0.08770116
31;-0.006242289;1.124;0.087878
32;-0.005207422;1.124313;0.08797409
33;-0.003505734;1.125447;0.08798811
34;-0.002364027;1.125692;0.08801252
35;-0.001429727;1.125633;0.08819258
36;0.0009094776;1.124766;0.08917354
37;0.001847948;1.124486;0.08949681
38;0.003402033;1.124202;0.08950675
39;0.003758759;1.124087;0.08952179
40;0.003894498;1.123769;0.08978813
41;0.003853138;1.123881;0.08989141
42;0.004393254;1.122591;0.08992749
43;0.004484219;1.121158;0.08984851
44;0.004733439;1.120361;0.08981602
45;0.005234639;1.119663;0.08915197
46;0.005521083;1.119562;0.08894667
47;0.005204123;1.117366;0.08833955
48;0.005197731;1.116714;0.08819234
49;0.00505964;1.116761;0.08719538
50;0.00512417;1.116663;0.08658709
51;0.005236015;1.116175;0.08561812
52;0.005224372;1.113722;0.08453337
53;0.005438365;1.112995;0.08394365
54;0.005914386;1.112668;0.08224437
55;0.006299848;1.112684;0.08164552
56;0.006950954;1.110083;0.07968324
57;0.006747358;1.10841;0.07850781
58;0.006875266;1.107088;0.0756481
59;0.007266952;1.106995;0.07444287
60;0.007664567;1.106749;0.07345103
61;0.008364078;1.105756;0.07181343
62;0.008686719;1.105337;0.07099561
63;0.009558947;1.104712;0.06961297
64;0.009902034;1.104639;0.06927127
65;0.01055078;1.104983;0.0688841
66;0.01077113;1.105297;0.06878733
67;0.0109819;1.105965;0.06916177
68;0.01104004;1.106304;0.06947336
69;0.01104285;1.106649;0.06991546
70;0.01091729;1.107679;0.07109383
71;0.01073106;1.108413;0.07169204
72;0.009916776;1.110187;0.07330243
73;0.00956801;1.111271;0.07472387
74;0.009289593;1.113656;0.07797509
75;0.009100582;1.114221;0.07891671
76;0.009024193;1.114768;0.07960362
77;0.008845342;1.115066;0.0810857
78;0.008791171;1.115234;0.08208764
79;0.008531633;1.116979;0.08372149
80;0.008047084;1.118045;0.08449995
81;0.007320764;1.119554;0.08697461
82;0.006982654;1.120656;0.08849758
83;0.006595867;1.123045;0.09038919
84;0.006512759;1.124332;0.0910034
85;0.006414327;1.125972;0.09161872
86;0.006169641;1.130518;0.09261804
87;0.006145785;1.133084;0.09294279
88;0.005830296;1.136796;0.09341814
89;0.005353762;1.138397;0.09414802
90;0.004812858;1.143294;0.09554833
91;0.004379728;1.146116;0.09582622
92;0.003936697;1.150883;0.09629656
93;0.003348321;1.153214;0.09668498
94;0.002780172;1.155566;0.09716579
95;0.002067826;1.161192;0.09755616
96;0.001549485;1.163681;0.0975604
97;0.000919576;1.169296;0.09714818
98;0.0005762018;1.171633;0.09689157
99;-5.969088E-05;1.175551;0.09681391
100;-0.0005139981;1.177618;0.09685925
101;-0.0008827721;1.179245;0.09651582
102;-0.0007533554;1.182925;0.09644245
103;-0.0008881986;1.184914;0.09637132
104;-0.001317933;1.188688;0.09583329
105;-0.001537674;1.190209;0.0957439
106;-0.00203868;1.194237;0.09572253
107;-0.002297685;1.19646;0.09573407
108;-0.002324069;1.200151;0.09539481
109;-0.002468957;1.202029;0.09555208
110;-0.002684661;1.20394;0.09571237
111;-0.003356603;1.207488;0.0961786
112;-0.003720377;1.209244;0.09651425
113;-0.004156587;1.21275;0.09744258
114;-0.004387084;1.214479;0.09789412
115;-0.005086683;1.217492;0.09891155
116;-0.005554898;1.218998;0.0996426
117;-0.006283431;1.221735;0.1018164
118;-0.006620775;1.22314;0.1030652
119;-0.007070794;1.224549;0.1041384
120;-0.008171943;1.227062;0.106096
121;-0.008712352;1.227889;0.106939
122;-0.009970008;1.230032;0.1091002
123;-0.01059686;1.231242;0.1101189
124;-0.01192418;1.233466;0.1123329
125;-0.01269707;1.234777;0.1138261
126;-0.0135738;1.23637;0.1154655
127;-0.01539988;1.240186;0.1188759
128;-0.01628082;1.242105;0.1203588
129;-0.0180928;1.245159;0.1236411
130;-0.0189204;1.24676;0.1256509
131;-0.02094258;1.251469;0.1290051
132;-0.02225086;1.254047;0.1306394
133;-0.02449066;1.258669;0.1353586
134;-0.02546984;1.260055;0.1377519
135;-0.02629158;1.261263;0.1395544
136;-0.02855419;1.265298;0.1426456
137;-0.0294545;1.268066;0.1440244
138;-0.03085914;1.272735;0.1474631
139;-0.03157823;1.27399;0.1493298
140;-0.033221;1.277197;0.1526909
141;-0.03390452;1.279351;0.1545608
142;-0.03496066;1.284641;0.158339
143;-0.03559138;1.287168;0.1601255
144;-0.03625556;1.288929;0.1616945
145;-0.03704319;1.29164;0.1652332
146;-0.03718887;1.293418;0.167203
147;-0.03746557;1.298756;0.1691418
148;-0.03720137;1.301597;0.1692903
149;-0.03706969;1.304109;0.1709078
150;-0.03673634;1.304925;0.1722671
151;-0.03676393;1.307735;0.1732351
152;-0.03667085;1.310055;0.1733079
153;-0.03640896;1.312389;0.1734285
154;-0.03610472;1.314954;0.173988
155;-0.03646529;1.315549;0.1742884
156;-0.03659942;1.315804;0.1754331
157;-0.03636359;1.316433;0.1757225
