ID; X; Y; Z
1;0.007907967;1.054117;0.02374933
2;0.00832142;1.054089;0.02449979
3;0.009162488;1.05405;0.02592705
4;0.009574435;1.054021;0.02661777
5;0.009997699;1.054037;0.02740396
6;0.01089176;1.05415;0.02886734
7;0.01125555;1.054202;0.02958282
8;0.01210447;1.0543;0.03106625
9;0.01262435;1.054455;0.0317987
10;0.01344663;1.054454;0.03338589
11;0.01394883;1.054257;0.03425153
12;0.01424465;1.054079;0.0350303
13;0.01478065;1.05382;0.03632032
14;0.01550534;1.053787;0.03694333
15;0.01696943;1.0533;0.03825924
16;0.01786282;1.052769;0.03921091
17;0.01970251;1.051852;0.04087329
18;0.0205164;1.051407;0.04163636
19;0.02321247;1.050205;0.04331108
20;0.02495839;1.049319;0.04415292
21;0.02662454;1.048469;0.04501603
22;0.03043956;1.046913;0.0461809
23;0.03300176;1.046135;0.04693112
24;0.03797981;1.043979;0.04846239
25;0.0401299;1.042948;0.04890945
26;0.04612443;1.041001;0.04926328
27;0.04978766;1.040004;0.04950707
28;0.05602812;1.038199;0.04914033
29;0.05844942;1.037277;0.04858685
30;0.06094007;1.03649;0.04784179
31;0.06490676;1.034822;0.04662672
32;0.06642511;1.034228;0.04582388
33;0.06873298;1.033133;0.04363801
34;0.06951898;1.0323;0.04229025
35;0.07075709;1.030616;0.03965528
36;0.07095367;1.029986;0.03852791
37;0.07093618;1.029139;0.03750978
38;0.0710451;1.02643;0.03412716
39;0.07065436;1.025053;0.03195007
40;0.07023755;1.023348;0.02775485
41;0.06968755;1.022487;0.02572288
42;0.06765644;1.02079;0.02082242
43;0.06654026;1.020163;0.01838767
44;0.06563988;1.019121;0.01399325
45;0.06522936;1.01869;0.01174972
46;0.06485785;1.018772;0.009759165
47;0.06374909;1.017517;0.006074707
48;0.06324069;1.016781;0.004070889
49;0.06243278;1.015546;1.651367E-05
50;0.06188595;1.014991;-0.001942245
51;0.06082204;1.014914;-0.006208894
52;0.06064817;1.015325;-0.007847916
53;0.06021917;1.015567;-0.008164062
54;0.05962699;1.015394;-0.009264999
55;0.05957692;1.015491;-0.009529493
56;0.05923522;1.016141;-0.008504486
57;0.05908971;1.016415;-0.007628001
58;0.05923075;1.016737;-0.005142797
59;0.05909428;1.016888;-0.003699143
60;0.05897953;1.017848;-0.000769639
61;0.05922953;1.018472;0.0009681259
62;0.05972821;1.019263;0.002740025
63;0.06254492;1.022255;0.007862088
64;0.06482863;1.024726;0.01147172
65;0.06915578;1.030105;0.02008385
66;0.07160428;1.032575;0.02436129
67;0.07576095;1.037582;0.033383
68;0.07798214;1.039932;0.03763291
69;0.08273562;1.044948;0.04560124
70;0.08453458;1.048411;0.04902796
71;0.08633148;1.052211;0.05187332
72;0.08895347;1.059866;0.05487145
73;0.08958999;1.062933;0.05702698
74;0.09195697;1.067849;0.06090003
75;0.09336399;1.068914;0.06364999
76;0.09542858;1.070652;0.06916788
77;0.09603421;1.072423;0.07016508
78;0.09724469;1.075188;0.06901387
79;0.0978672;1.075817;0.06875976
80;0.09846098;1.075488;0.06968411
81;0.09946534;1.07413;0.07239895
82;0.09968265;1.073819;0.07322144
83;0.09938355;1.073651;0.07377502
84;0.09912445;1.073629;0.0741822
85;0.09870065;1.073911;0.07535688
86;0.09827732;1.074247;0.07573533
87;0.0978638;1.074688;0.07616155
88;0.09707491;1.075449;0.0774471
89;0.0966958;1.075518;0.07822471
90;0.09580135;1.075145;0.08005837
91;0.09520297;1.074726;0.08097822
92;0.09453318;1.073915;0.0828135
93;0.09428054;1.073365;0.08358394
94;0.09414207;1.072357;0.08504506
95;0.09398101;1.072059;0.08542049
96;0.09386108;1.07162;0.08609637
