ID; X; Y; Z
1;0.5966803;1.610287;-0.5762914
2;0.5965598;1.610332;-0.5762732
3;0.5964077;1.61038;-0.5762432
4;0.5963313;1.610424;-0.5762556
5;0.5962983;1.610694;-0.5763797
6;0.5963147;1.610734;-0.5763751
7;0.596411;1.610719;-0.576324
8;0.5965063;1.610649;-0.5762692
9;0.5966459;1.61061;-0.5761731
10;0.5970053;1.610614;-0.5758986
11;0.5972272;1.610634;-0.5757373
12;0.5978505;1.610614;-0.5753036
13;0.59851;1.61079;-0.5748147
14;0.5995098;1.611513;-0.5737182
15;0.5999898;1.612054;-0.5728027
16;0.6005736;1.612519;-0.571792
17;0.6016994;1.613831;-0.5695204
18;0.6024662;1.614521;-0.5681258
19;0.6049153;1.615184;-0.5652872
20;0.6066281;1.615877;-0.5636028
21;0.6101704;1.616466;-0.5600564
22;0.6120324;1.617749;-0.5580907
23;0.6139472;1.619345;-0.5559464
24;0.6177045;1.62226;-0.5519487
25;0.6195568;1.62387;-0.5499683
26;0.624558;1.626788;-0.545806
27;0.6276801;1.62932;-0.5435011
28;0.633433;1.635056;-0.5395724
29;0.6355997;1.638332;-0.5379086
30;0.6413027;1.645178;-0.5358676
31;0.6450613;1.648152;-0.5344295
32;0.6488352;1.650713;-0.532809
33;0.654961;1.657159;-0.529808
34;0.6573213;1.661289;-0.5289501
35;0.6640435;1.670181;-0.5272117
36;0.6676506;1.674421;-0.5260317
37;0.6736817;1.6829;-0.5234432
38;0.6763149;1.687517;-0.5219627
39;0.6790258;1.69252;-0.5205225
40;0.6846519;1.703582;-0.518416
41;0.6872748;1.710229;-0.5173096
42;0.6927167;1.722136;-0.5146343
43;0.6954584;1.728701;-0.5131577
44;0.7001677;1.742688;-0.510585
45;0.7026266;1.750265;-0.5092131
46;0.707303;1.765161;-0.5068088
47;0.7095095;1.772194;-0.5058016
48;0.7115869;1.780135;-0.5052369
49;0.715311;1.795957;-0.5048694
50;0.7168519;1.804573;-0.5045846
51;0.7202986;1.819854;-0.5046343
52;0.72221;1.828231;-0.5049184
53;0.7263111;1.844913;-0.5051557
54;0.7281418;1.852664;-0.5054209
55;0.7298006;1.860886;-0.5058557
56;0.7326044;1.877824;-0.5073133
57;0.733887;1.885807;-0.5080462
58;0.7364424;1.90005;-0.5085977
59;0.7377673;1.906748;-0.5091625
60;0.7389401;1.921442;-0.510756
61;0.7397453;1.929203;-0.5114505
62;0.7411759;1.942254;-0.5128697
63;0.7414384;1.948472;-0.5135478
64;0.7414907;1.954577;-0.5141051
65;0.7414425;1.964227;-0.5145342
66;0.7417506;1.968677;-0.5148181
67;0.7422545;1.979116;-0.5151283
68;0.7424447;1.984052;-0.5153861
69;0.7429528;1.993173;-0.5157322
